Week,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,All age
1,229200,265300,378900,435300,458500,536700,539700,574800,599800,673200,609200,476200,333400,222100,232800,199200,128000,111400,7003700
